Version,Date,Init,Description
2.15.4.0 (4Q15),12/15/2015,clk,"Updated IML                                                                                                                                                                                                                                                                                                                      + update version of Vcenter Server Applicance from 5.1.0 U3a to 5.1.0 U3b per release notes for VCT  (C.Kosicki 12/15/15)                       + add intended use/function for (LM) Oracle  My SQL professional (C. Kosicki per INc2 NETOPS Tools by Echelon.pdf)                                                  + XMDA, SMDA v3(TCN), NMDA chg vSphere Client from 5.1.0 U3 to 5.1.0 U2 (updated 4Q15), SMDA v1 and SMDA v2 (Pop) chg vSphere Client from 5.1.0 U3 to 5.1.0 U2 (doc error)  (S. Desimone 12/15/15)                                                                                                        + Doc error  vSphere Client  5.1.0 U3 should be 5.1.0 U2  - chg all images with product from U3 to U2 (per release notes and Desimone 12/15/15)                                                                                                                                                                                                         +Delete  vSphere Client from 5.1.0 U3 (all images with product at 5.1.0 U2)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         "
2.15.4.0 (4Q15),12/16/2015,clk,"Updated IML                                                                                                                                                                                                                                                                                                                      + update ENG_B4 NMS bundles to 02.15.04.02_inc3plan_rls for WINT_CommGoalTransformUtility, WINT_RouterConfigParserUtility, WINT_WAN_Planning  no other bundles changed for ENG_B4 (C. Kosicki per release notes and verbal J. Collins 12/16/15)                                                                          + add mitigating numbers for ENG_B4 bundles (T. Hamilton 12/16/15)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     "
2.15.4.0 (4Q15),12/17/2015,clk,"Updated IML                                                                                                                                                                                                                                                                                                                      + chg version of SME from 32.6 to 32.6.1 for ENG_B4 only  (D. Truman 12/17/15)                                                                                                               + add Vmware Tools 9.0.16 and add to XUTM, KMA Lot 3 and QED; update version of Vmware tools from 9.0.11 to 9.0.16 for OEW and OEM (Lot 3); delete VMWare tools from OEM (bare metal) doc error  (J.O'Malley 12/17/15)                                                                                   +add Wmware Tools 9.10.5 (from 4Q15 security module)  (L.Lin 12/16/15)                                                                                                                                      +update WINT_NetStatusService from 02.15.03.02 to 02.15.04.02 (R. Rose 12/17/15)                                                                                         + update  all NMS bundles at 02.15.03.01 to 02.15.04.01 (all but NetStatusService and Wint_Credential_Builder) (H.Ulloa 12/17/15)                                                            + update Mon from Vmware Tools 9.0.5 to 9.10.5 (release notes C.Kosicki 12/17/15)                                                                                           + MDA has vmware Tools 7.8.7 (S. Desimone 12/16/15)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       "
2.15.4.0 (4Q15),12/18/2015,clk,"Updated IML                                                                                                                                                                                                                                                                                                                      + delete VMware tools from SMDA V1 and SMDA v2 (pop);  no Vmware tools on Windows 7 for MDA (Doc error) (S. Desimone 12/18/15)                                                                                                                                                                                                                    + update JRE  (except 1.6.0_45 , 1.6.0_39 and 1.7.0_67) to 1.8.0_66 for windows images: update  1.7.0_80 (64 bit) to 1.8.0_66 (64 bit) for  WNMA server, WNMA laptop,S/NVDD, XVDD,  VEC,  DCM, HDM, NFA, UTM,  VML, SCM, DBC, DSC, NMC, OEX, all NDM,  MNT                                                           update  1.7.0_80 (32 bit) to 1.8.0_66 (32 bit) for  SPM, SPM Lot 3, KMC; no chg to JDK; delete 1.7.0_80 (32 and 64 bit)  (L. Lin/J. Collins verbal 12/18/15)                                                                                                                                                                                                                      + update VMware Tools to 9.10.5 for windows images except MDA; update 9.0.5 to 9.10.5 for SPM; update 9.0.10 to 9.10.5 for WNM server, S/NVDD, XVDD, NFA, UTM,  VML, SCM, DBC, DSC,  OEX; update 9.0.11 to 9.10.5 for IAC lot3 , INM Lot3,  HSM (L. Lin 12/14/15)   + delete Vmware Tools 9.0.5, 9.0.10 and 9.0.11 - all images deleted                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              "
2.15.4.0 (4Q15),12/21/2015,clk,"Updated IML                                                                                                                                                                                                                                                                                                                      + delete winzip and SED from HSM (doc error)  (J. Gilleran12/21/15)                                                                                                                                                                                                                                                                                                                                           + Windows Client  - change HIPS version from 8.0.0.3122 to  8.0.0.3203  for all images (K. Orner/ 12/21/15)                                                                                                                                                                                                                                            + INM and INM Lot 3 - update JRE from 1.8.0_40 to 1.8.0_66,  HIPS from 8.0.0.3122 to 8.0.0.3203 ( see HIPS update from K. Orner)  (J.Fish 12/21/15)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  "
2.15.4.0 (4Q15),12/22/2015,clk,Updated IML (J. Daudier 12/22/15)                                                                                                                                                                                                                                                                                                                     + add JRE (32-bit) 1.8.0_66  to OEX and add Tumbleweed Desktop Validator Standard 4.11 to OEX (doc error)                                                                                                                                                                                                                                                                                                                                    +delete from OEX  Solar Winds Engineer's Toolset and TFTP server; GOTS AGM MS Office and Adobe Reader (doc error).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2.15.4.0 (4Q15),12/23/2015,clk,Updated IML                                                                                                                                                                                                                                                                                                                 + Change Netapp OnCommand from product type V to F  (this is free software) Doc error (I/Howard 12/23/15)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2.15.4.0 (4Q15),12/28/2015,clk,Updated IML                                                                                                                                                                                                                                                                                                                 + Change vmDeployment scripts from 02.3.15.03.02 to 02.3.15.4.1   (M.Grant 12/28/15)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2.15.4.0 (4Q15),1/7/2016,clk,Updated IML                                                                                                                                                                                                                                                                                                                 + delete Solarwinds TFTP 9.1.0.111 from IAC (Lot 3) and change IAC to have TFTP 10.9 not 9.1.0.111 (doc errors)   (J. Daudier 1/7/16)                                                                                                                                                                                                                                                                                                                                    +  Delete Solarwinds TFTP 9.1.0.111  - no  images have this product                                                                                                                                  + Add Solarwinds TFTP 10.9 for WNM server    (doc error) and chg version to 10.9.1  all images have 10.9.1  (L. Lin 1/7/16)                                                                                                                            +add new product Solarwinds SFTP/SCP Server version 1.0.2.4 for NFA and add intended use (L. Lin 1/7/16)                                                                                   +add Solarwinds SFTP/SCP Server v 1.0.4.31 for WNM Server and WNMA and add intended use (L. Lin 1/7/16)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2.15.4.0 (4Q15),1/7/2016,clk,Updated CI tabs  for CMX (doc error)  (D. Orlando 1/7/16)                                                                                                                                                                                                                                                                                                             + TCN (Lot 2) CMX add 2 Servers  SCMX and NCMX                                                                                                                                                                                                                                                                                                                                 + TCN (Lot 3) change CMX  from 2 Servers to 2 Server VM                                                                                                                                                       +POP and SNE tabs change CMX from 1 Server to 1 Server VM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2.15.4.0 (4Q15),1/8/2016,clk,"Updated IML                                                                                                                                                                                                                                                                                                       + add PLM root for Solarwinds TFTP/SCP Server (T. Hamilton 1/8/16)                                                                                                                                                                                                                                                                                                                     + add LCCE # for   Solarwinds TFTP/SCP Server (I. Howard 1/8/16)                                                                                                                                                  + Resolve some gov't comments  - chg LM Oracle DB Standard - Linux  to Oracle DB Enterprise - Linux , chg (LM) Oracle MYSQL Professional to Standard; chg MS SQL Server Standard (Per Processor) to MS SQL Server Standard  (D.Truman 1/8/16 (RE:govt comments sent to Ian))                                                                                                                                                                                                  +add Smart Card Manager to ENG_B4 (L.Lin 1/8/16)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        "
2.15.4.0 (4Q15),1/8/2016,clk,Updated IML                                                                                                                                                                                                                                                                                                                 + add vSphere PowerCLI 5.1.0-793510 to WNM server (doc errors)   (C. Bosse 1/8/16)                                                                                                                                                                                                                                                                                                                                    + GOTS (HBSS) HIPS (for windows Client) change 8.0.0.3203 back to 8.0.0.3122 only WNM server has this;  then add new version 8.0.0.3203 for all images except WNM server (L.Lin/ C. BOsse 1/8/16)                                                                                                                               + WNM server - change  GOTS (HBSS)  Mcafee Agent (MA) WIn Client   from 4.8.0.1938 back to 4.8.0.1500 (must add back in this version (doc error) (C. Bosse 1/8/16)                                                                                                                                                                                                     +Change GD Banner from version 1.0.0.0 to 1.1.1.0 (C. Bosse/L.Lin 1/8/16)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2.15.4.0 (4Q15),1/8/2016,clk,Updated IML  (NEW FUNCTION COLUMN)                                                                                                                                                                                                                          +add  new column FUNCTION inserted between column version and Intended  Use/Function; chg Intended Use/Function to Intended Use - enter data in new column using info from INC2 NETOPS Tools by Echelon.pdf (per D. Truman's request)                                       +Updated CI tabs and Category View tab  - chg formulas for columns for Product Category and P/n (+1 for IML column);                           +Updated CI tabs  - chg formalas for each image column (COLUMN + 6) to (COLUMN  +5) to adjust for the extra column in IML                 +Update macros Update_Col_Colors and LoadGlobalVariables
2.15.4.0 (4Q15),1/11/2016,clk,Updated IML                                                                                                                                                                                                                                                                                                       + chg LM Oracle DB Windows 7 to Oracle DB Enterprise - Windows 7 (to be consistent with Linux version  (verified J. Collins 1/8/16)                                                                                                                                                                                                                                                                                                                     + For ENG_B4 chg  Oracle DB Enterprise - Windows 7 from 11.0.4.0 to 11.0.3.0 (older Oracle version doc error) (J. Collins 1/8/16)                                                                                                                                          + All MDA images change Powershell from v 1.0 to 2.0  doc error (S. DeSimone 1/11/16)  delete Powershell 1.0 no more images                                                                                                                                                                                                                                      +for DCM chg WINT_ Credentials from 02.15.04.01 to 02.15.02.01 and WINT_NodeShutdown from 02.15.04.01 to 02.15.02.01_patch1 (doc error) (J. Gilleran 1/11/16) these 2  bundles wil be deleted from DCM  for 1Q15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2.15.4.0 (4Q15),1/11/2016,clk,UPdated IML  (CLK)                                                                                                                                                                                                                          +hide LCCE ID column G and mitigated version  # column J (C. Kosicki columns unhidden while updating)                                                                                                +Post to sharepoint                                                                                                                                                                                                         
2.16.1.0  (1Q16),1/20/2016,clk,starting point for 1Q16 - set colors back back to no change                                                                                                                                                                                                                                                                                                                                                                                                                       
2.16.1.0  (1Q16),1/21/2016,clk,"UPdated IML                                                                                                                                                                                                                           +add MS SQL Server 2005SP4  to MNT (doc error)  (J. Habert 1/13/16)                                                                                                              +add  intended use for GOTS BSM (E. Hendricks 1/20/16)                                                                                                                                            +add intended use to .NET, Powershell, (LM) OE Software Bundle,  Apache Xerces2, NSS for Java, NSPR, JasperReports, OpenDJ, Quartz, Stax, XOM, WS02 Identity Server (C. Kosicki/L. Lin 1/20/16)                                                                                                                                                                                                   "
2.16.1.0  (1Q16),1/25/2016,clk,"UPdated IML                                                                                                                                                                                                                           +NMC  chg IE from v8 to v9  (doc error)  (C. Bosse 1/22/16)                                                                                                                                   +add IE 9 to HSM (doc error) (J. Gilleran 1/22/16)                                                                                                                                                     +Active Directory (SCM, DBC, DSC) chg IE from v8 to v9 (doc error) (L. Lin 1/21/16)                                                                                                + SMDA v1, SMDA v2 (pop) chg IE from v8 to v9 (doc error) (S. DeSimone 1/25/16)                                                                                                 + remove IIS 7 from UTM, IAC, IAC (Lot 3), INM, HSM (doc error) (C. Bosse 1/22/16)                                                                                               +remove IIS 7 from MNT (doc error) (M. Grant 1/25/16)                                                                                                                                                                                             "
2.16.1.0  (1Q16),1/26/2016,clk,"UPdated IML                                                                                                                                                                                                                           +remove IIS v7 from NDM (SNDM, NNDM, XNDM) (doc error)  (J. Banna 1/26/16)                                                                                                                                   +SIM2 chg version of Firefox from 24.8.0 to 38.3.0  (doc error from 4Q15) (D. Jeffries 1/13/16)                                                                                                                                                     +add IE9 to S/NVDD and XVDD (doc error) (J. Banna 1/26/16)                                                                                                                                    + SMDA v1, SMDA v2 (pop) chg IE from v8 to v9 (doc error) (S. DeSimone 1/25/16)                                                                                                                                                                                                                                                                                                                                                                                         "
2.16.1.0  (1Q16),1/27/2016,clk,"Updated IML                                                                                                                                                                                                                           +chg IIS version 7 to 7.5 and add IIS 7.5 to VDD (S/NVDD and XVDD) (doc error)  (C. Bosse 1/22/16)                                                                                                                                   + confirmed WNMA, DBC, SCM have IIS 7.5; remove IIS from VML, NMC, DSC (L. Lin 1/27/16)                                                                                                                                                                                                                                                + WNM server chg vSphere PowerCLI from v 5.1.0-793510 to 5.1.0-4977 (doc error) (L. Lin 1/27/16)                                                                                                                                                                                                                                                + ENG_B4 - delete vSphere PowerCLI 5.1.0-79351 (doc error) delete PowerCLI 5.1.0-79351 (last image removed)  (J. Collins 1/27/16)                                                                                                                                                                                                                                                                                                                                                                                         "
2.16.1.0  (1Q16),2/1/2016,clk,"Updated IML   (C. Kosicki 2/1/16 per LM SVD PR12.1.2_B41)                                                                                                                                                                                                                        +update (LM) OE Software Bundle from PR12.1.2_B36 to PR12.1.2_B41 (for 1Q16)  ** LM OE update B39 for 4Q15 missed on 4Q15 BOM                                                                                                                                                                                                                                                      + (LM red hat) JBOSS Enterprise Application Server   chg version from 6.0.1 to 6.4.4                                                                                                                                                                                                                                           + (LM) Red Hat JBOSS HornetQ chg verson from 2.2.23.Final to 2.3.25.Final                                                                                                                                                                                                                                          + (LM) Oracle MySQL Standard chg version from 5.5.44 to 5.5.46                                                                                                                                                   + add new product (LM) Oracle MySQL Connector/J  version 5.1.37 add to KMA, KMA (lot 3), SPM, SPM (Lot 3), KMC, OEM, OEM (Lot 3) (same images as has MySQL Standard) add intended use (from Goggle)"
2.16.1.0  (1Q16),2/1/2016,clk,Updated IML                                                                                                                                                                                                                +update GOTS  Radiant Mercury from v5.0.1 to 5.1.1 (S. Arkley and LM SVD) 2/1/16)
2.16.1.0  (1Q16),2/9/2016,clk,"Updated IML                                                                                                                                                                                                                +update Tenable Nessus from 6.4.2 to 6.5.2  and Security Center from 4.8.2 to 4.8.3 (D. Jefferies 2/8/16)                                                                                                                               +SIM2 - change Red Hat linux from 5.11 to 6.7 and Firefox from 38.3.0  to 38.6  (Firefox updated again for 1Q16)  (D. Jefferies 2/8/16)                                                                                                                                                                                                                                 +add new image NST (Nessus Scanner) with products Nessus 6.5.2, Red Hat Linux 6.7; deployed on TCN (Lot 2) and TCN (lot 3) on N, S, and X (D. Jeffries, G. Lewis 2/8 and 2/9/16)"
2.16.1.0  (1Q16),2/10/2016,clk,Updated IML                                                                                                                                                                                                                             +add MS Office 2007SP3 to INM and INM (Lot 3) (doc error) (J. Fisch 2/10/16) (Version will be updated for 1Q16)                                                                                                                                                                             
2.16.1.0  (1Q16),2/10/2016,clk,"Updated TCN (Lot 3)                                                                                                                                                                                                                         +change  XNDM, SNDM and NNDM from laptop VM to GD8000 (doc error) (C.Kosicki/K. Orner 2/10/16)                                                                                                                                                                       "
2.16.1.0  (1Q16),2/16/2016,clk,"Updated IML, each CI tab, BlankCIwksh, and Image Location                                                                                                                                                                                                                   +add new images SCC and WSU (inserted before new image NST)  (per 1Q16 BCR )                                                                                                                                                                  "
2.16.1.0  (1Q16),2/16/2016,clk,Updated IML                                                                                                                                                                                                                          +add title to NRM image (Network Recovery & Monitoring) (L. Lin 2/16/16)                                                                                                                                                            
2.16.1.0  (1Q16),2/17/2016,clk,"Updated NOSC-D (Lot 2), NOSC-B (Lot 2), NOSC (Lot 3)                                                                                                                                                                                                                       +SCC and WSU qty 3 VM Servers on N, S, X (CLK per 1Q16 Deployment  Views)                                                                                                                                                          "
2.16.1.0  (1Q16),2/17/2016,clk,Updated  NOSC (Lot 3)                                                                                                                                                                                                                       +add DCM (qty 2 GD8000) SDCM and NDCM (doc error)  chg formula for DCM so Smartcard qty 1 and ActiveClient qty 1(CLK per 1Q16 Deployment  Views)                                                                                                                                                                                                        +chg VEC qty 14 to 15 (GD8000) chg XVEC1-2  to XVEC1-3 chg qty for ActiveClient to 8  (CLK per 1Q16 Deployment Views)                       +chg qty for Smartcard total GD8000 up by 1 (for DCM) and ActivClient up by 2   (for DCM and VEC)                                                                                                                           +chg header GD8000 to GD8000/Durabook   (This is combined GD8000 and Durabook)                                                                             
